name,state,lat,lon,formatted_address,types,confidence,source
"Borough Of Oradell, NJ",New Jersey,40.9542807,-74.0316029,"Oradell, NJ, USA","locality,political",high,google
"Upper Deerfield Township, NJ",New Jersey,39.5237904,-75.23592219999999,"Upper Deerfield Township, NJ, USA","locality,political",high,google
"Borough Of Carlstadt, NJ",New Jersey,40.8356241,-74.0857465,"Carlstadt, NJ, USA","locality,political",high,google
"Borough Of Chatham, NJ",New Jersey,40.7408855,-74.3834385,"Chatham, NJ, USA","locality,political",high,google
"Borough Of Barrington, NJ",New Jersey,39.8674725,-75.0537676,"Barrington, NJ, USA","locality,political",high,google
"City Of Linwood, NJ",New Jersey,39.3538423,-74.5751054,"Linwood, NJ 08221, USA","locality,political",high,google
"Borough Of Bogota, NJ",New Jersey,40.8787827,-74.03305399999999,"Bogota, NJ, USA","locality,political",high,google
"Borough Of North Caldwell, NJ",New Jersey,40.8690237,-74.2649196,"North Caldwell, NJ, USA","locality,political",high,google
"Borough Of Mountainside, NJ",New Jersey,40.671589,-74.35764019999999,"Mountainside, NJ, USA","locality,political",high,google
"Borough Of Wharton, NJ",New Jersey,40.8988296,-74.58309009999999,"Wharton, NJ, USA","locality,political",high,google
"Borough Of Stratford, NJ",New Jersey,39.8337003,-75.0055826,"Stratford, NJ, USA","locality,political",high,google
"Township Of Green Brook, NJ",New Jersey,40.5958666,-74.490079,"Green Brook Township, NJ, USA","locality,political",high,google
"City Of Brigantine, NJ",New Jersey,39.4153463,-74.3763415,"Brigantine City, NJ 08203, USA","colloquial_area,political",medium,google
"Township Of Buena Vista, NJ",New Jersey,39.5040018,-74.9017241,"Buena Vista Township, NJ, USA","locality,political",high,google
"Township Of Tabernacle, NJ",New Jersey,39.8470484,-74.7346227,"Tabernacle, NJ, USA","locality,political",high,google
"North Hanover Township, NJ",New Jersey,40.0723127,-74.5805975,"North Hanover, NJ, USA","locality,political",high,google
"Township Of Byram, NJ",New Jersey,40.9252988,-74.71876519999999,"Byram Township, NJ, USA","locality,political",high,google
"Borough Of Spotswood, NJ",New Jersey,40.3916069,-74.3903218,"Spotswood, NJ, USA","locality,political",high,google
"City Of South Amboy, NJ",New Jersey,40.4862912,-74.2840549,"South Amboy, NJ, USA","locality,political",high,google
"Township Of Ocean(Waretown), NJ",New Jersey,39.7915084,-74.1951395,"Waretown, Ocean Twp, NJ 08758, USA","neighborhood,political",medium,google
"Borough Of Bloomingdale, NJ",New Jersey,41.0020929,-74.3265737,"Bloomingdale, NJ, USA","locality,political",high,google
"City Of Northfield, NJ",New Jersey,39.3753714,-74.5534026,"Northfield, NJ 08225, USA","locality,political",high,google
"Township Of River Vale, NJ",New Jersey,41.0097859,-74.010813,"River Vale, NJ, USA","locality,political",high,google
"City Of Ventnor City, NJ",New Jersey,39.3391993,-74.4763129,"Ventnor City, NJ, USA","locality,political",high,google
"Borough Of East Rutherford, NJ",New Jersey,40.8324635,-74.0951122,"East Rutherford, NJ, USA","locality,political",high,google
"Borough Of Bernardsville, NJ",New Jersey,40.718314,-74.5693373,"Bernardsville, NJ, USA","locality,political",high,google
"City Of Burlington, NJ",New Jersey,40.0705324,-74.8661766,"Burlington, NJ 08016, USA","locality,political",high,google
"Borough Of Runnemede, NJ",New Jersey,39.8488328,-75.0727656,"Runnemede, NJ, USA","locality,political",high,google
"Town Of Newton, NJ",New Jersey,41.05862339999999,-74.7536066,"Newton, NJ, USA","locality,political",high,google
"Township Of Riverside, NJ",New Jersey,40.03733039999999,-74.96230770000001,"Riverside, NJ 08075, USA","locality,political",high,google
"Colts Neck Township, NJ",New Jersey,40.2874495,-74.1731765,"Colts Neck, NJ, USA","locality,political",high,google
"Borough Of Kinnelon, NJ",New Jersey,41.0012416,-74.3732036,"Kinnelon, NJ 07405, USA","locality,political",high,google
"City Of Absecon, NJ",New Jersey,39.432136,-74.4994256,"Absecon, NJ, USA","locality,political",high,google
"Township Of Long Hill, NJ",New Jersey,40.6723589,-74.4717678,"Long Hill, NJ, USA","locality,political",high,google
"Borough Of West Long Branch, NJ",New Jersey,40.2954621,-74.02905179999999,"West Long Branch, NJ, USA","locality,political",high,google
"Borough Of Audubon, NJ",New Jersey,39.8936061,-75.0681858,"Audubon, NJ 08106, USA","locality,political",high,google
"Borough Of Keansburg, NJ",New Jersey,40.4507628,-74.1343565,"Keansburg, NJ, USA","locality,political",high,google
"Borough Of Matawan, NJ",New Jersey,40.4079832,-74.235709,"Matawan, NJ 07747, USA","locality,political",high,google
"Borough Of Cresskill, NJ",New Jersey,40.9407811,-73.9573564,"Cresskill, NJ 07626, USA","locality,political",high,google
"Borough Of Caldwell, NJ",New Jersey,40.8389509,-74.2750034,"Caldwell, NJ 07006, USA","locality,political",high,google
"Borough Of Flemington, NJ",New Jersey,40.5088639,-74.8587094,"Flemington, NJ 08822, USA","locality,political",high,google
"Borough Of Park Ridge, NJ",New Jersey,41.03243579999999,-74.0348135,"Park Ridge, NJ, USA","locality,political",high,google
"Pittsgrove Township, NJ",New Jersey,39.5261948,-75.1673485,"Pittsgrove, NJ 08318, USA","locality,political",high,google
"Borough Of Sussex, NJ",New Jersey,41.2078211,-74.6071735,"Sussex, NJ 07461, USA","locality,political",high,google
"Mansfield Township (Burlington County), NJ",New Jersey,40.0818454,-74.71716719999999,"Mansfield, NJ, USA","locality,political",high,google
"City Of Sea Isle, NJ",New Jersey,39.1554612,-74.691287,"Sea Isle City, NJ 08243, USA","locality,political",high,google
"Borough Of Woodbine, NJ",New Jersey,39.2418522,-74.815457,"Woodbine, NJ 08270, USA","locality,political",high,google
"Township Of Frelinghuysen, NJ",New Jersey,40.9666945,-74.8733726,"Frelinghuysen Township, NJ, USA","locality,political",high,google
"Borough Of Gibbsboro, NJ",New Jersey,39.8380825,-74.96487809999999,"Gibbsboro, NJ 08026, USA","locality,political",high,google
"Borough Of Ogdensburg, NJ",New Jersey,41.0805157,-74.5928522,"Ogdensburg, NJ, USA","locality,political",high,google
"Borough Of Essex Fells, NJ",New Jersey,40.83077650000001,-74.28312079999999,"Essex Fells, NJ, USA","locality,political",high,google
"Borough Of Pine Beach, NJ",New Jersey,39.9376633,-74.1747551,"Pine Beach, NJ, USA","locality,political",high,google
"Borough Of Englishtown, NJ",New Jersey,40.29708720000001,-74.3583989,"Englishtown, NJ 07726, USA","locality,political",high,google
"Borough Of Wenonah, NJ",New Jersey,39.791252,-75.14889389999999,"Wenonah, NJ, USA","locality,political",high,google
"Borough Of Alpha, NJ",New Jersey,40.6688484,-75.1581812,"Alpha, NJ 08865, USA","locality,political",high,google
"Borough Of Seaside Heights, NJ",New Jersey,39.94285989999999,-74.0751473,"Seaside Heights, NJ 08751, USA","locality,political",high,google
"Borough Of East Newark, NJ",New Jersey,40.75105689999999,-74.1639902,"East Newark, NJ, USA","locality,political",high,google
"Township Of Quinton, NJ",New Jersey,39.5459504,-75.4126113,"Quinton, NJ, USA","locality,political",high,google
"Borough Of Riverton, NJ",New Jersey,40.0097264,-75.0120407,"Riverton, NJ 08077, USA","locality,political",high,google
"Town Of Belvidere, NJ",New Jersey,40.8298553,-75.0784226,"Belvidere, NJ 07823, USA","locality,political",high,google
"Borough Of Swedesboro, NJ",New Jersey,39.7473355,-75.3109144,"Swedesboro, NJ 08085, USA","locality,political",high,google
"Borough Of Peapack And Gladstone, NJ",New Jersey,40.7212891,-74.66713229999999,"Peapack and Gladstone, NJ, USA","locality,political",high,google
"Township Of Harmony, NJ",New Jersey,40.7419954,-75.14223489999999,"Harmony, NJ, USA","locality,political",high,google
"Town Of Clinton, NJ",New Jersey,40.63645959999999,-74.9097341,"Clinton, NJ 08809, USA","locality,political",high,google
"City Of Beverly, NJ",New Jersey,40.0651991,-74.9195005,"Beverly, NJ 08010, USA","locality,political",high,google
"Borough Of Woodbury Heights, NJ",New Jersey,39.8150309,-75.1482674,"Woodbury Heights, NJ, USA","locality,political",high,google
"Borough Of Wildwood Crest, NJ",New Jersey,38.9716811,-74.83816379999999,"Wildwood Crest, NJ 08260, USA","locality,political",high,google
"Township Of Alloway, NJ",New Jersey,39.5612534,-75.3625764,"Alloway Township, NJ, USA","locality,political",high,google
"City Of Cape May, NJ",New Jersey,38.9316029,-74.9107738,"Cape May, NJ, USA","locality,political",high,google
"Borough Of National Park, NJ",New Jersey,39.8659522,-75.1797319,"National Park, NJ, USA","locality,political",high,google
"Borough Of Pennington, NJ",New Jersey,40.3273123,-74.7989389,"Pennington, NJ 08534, USA","locality,political",high,google
"Borough Of Moonachie, NJ",New Jersey,40.8405351,-74.04747549999999,"Moonachie, NJ, USA","locality,political",high,google
"Borough Of Spring Lake, NJ",New Jersey,40.1530412,-74.0270745,"Spring Lake Borough, Spring Lake, NJ 07762, USA","colloquial_area,political",medium,google
"Borough Of Woodlynne, NJ",New Jersey,39.9174929,-75.09560979999999,"Woodlynne, NJ, USA","locality,political",high,google
"Township Of Knowlton, NJ",New Jersey,40.9325723,-75.0829633,"Knowlton Township, NJ, USA","locality,political",high,google
"Borough Of Lawnside, NJ",New Jersey,39.8669886,-75.0395348,"Lawnside, NJ, USA","locality,political",high,google
"Township Of Deerfield, NJ",New Jersey,39.482136,-75.1328992,"Deerfield, NJ, USA","locality,political",high,google
"Township Of Upper Pittsgrove, NJ",New Jersey,39.61678819999999,-75.2292849,"Upper Pittsgrove, NJ, USA","locality,political",high,google
"Borough Of Haworth, NJ",New Jersey,40.96064579999999,-73.9837215,"Haworth, NJ, USA","locality,political",high,google
"Township Of Long Beach, NJ",New Jersey,39.6167514,-74.2003716,"Long Beach, NJ, USA","locality,political",high,google
"Borough Of Saddle River, NJ",New Jersey,41.0317675,-74.10190349999999,"Saddle River, NJ 07458, USA","locality,political",high,google
"Township Of South Harrison, NJ",New Jersey,39.7032259,-75.2663081,"South Harrison, NJ, USA","locality,political",high,google
"Borough Of Monmouth Beach, NJ",New Jersey,40.3320013,-73.9748419,"Monmouth Beach, NJ, USA","locality,political",high,google
"Township Of West Amwell, NJ",New Jersey,40.402715,-74.9049563,"West Amwell Township, NJ, USA","locality,political",high,google
"Township Of Pohatcong, NJ",New Jersey,40.6760368,-75.1593777,"Pohatcong Township, NJ, USA","locality,political",high,google
"Borough Of Stanhope, NJ",New Jersey,40.9073108,-74.70821719999999,"Stanhope, NJ 07874, USA","locality,political",high,google
"Borough Of Tuckerton, NJ",New Jersey,39.6033179,-74.34011439999999,"Tuckerton, NJ 08087, USA","locality,political",high,google
"Township Of Fredon, NJ",New Jersey,41.0346408,-74.8154673,"Fredon Township, NJ 07860, USA","locality,political",high,google
"Borough Of Hamburg, NJ",New Jersey,41.1534753,-74.5763001,"Hamburg, NJ 07419, USA","locality,political",high,google
"Township Of East Amwell, NJ",New Jersey,40.4401843,-74.85820079999999,"East Amwell Township, NJ, USA","locality,political",high,google
"Borough Of High Bridge, NJ",New Jersey,40.6700255,-74.8947396,"High Bridge, NJ, USA","locality,political",high,google
"Township Of Green, NJ",New Jersey,40.9740374,-74.82087489999999,"Green Township, NJ, USA","locality,political",high,google
"Borough Of Netcong, NJ",New Jersey,40.8971794,-74.70173280000002,"Netcong, NJ, USA","locality,political",high,google
"City Of North Wildwood, NJ",New Jersey,39.0003123,-74.8029799,"North Wildwood, NJ, USA","locality,political",high,google
"Township Of Franklin (Hunterdon County), NJ",New Jersey,40.565545,-74.9415415,"Franklin Township, NJ, USA","locality,political",high,google
"Borough Of Merchantville, NJ",New Jersey,39.950473,-75.04867589999999,"Merchantville, NJ 08109, USA","locality,political",high,google
"Township Of Harding, NJ",New Jersey,40.7456553,-74.497186,"Harding Township, NJ, USA","locality,political",high,google
"Township Of Montague, NJ",New Jersey,41.2909206,-74.7907582,"Montague, NJ, USA","locality,political",high,google
"City Of Bordentown, NJ",New Jersey,40.1441425,-74.7102597,"Bordentown, NJ 08505, USA","locality,political",high,google
"Township Of Cranbury, NJ",New Jersey,40.3159561,-74.5088945,"Cranbury, NJ, USA","locality,political",high,google
"Township Of Kingwood, NJ",New Jersey,40.4704877,-75.0202947,"Kingwood, NJ, USA","locality,political",high,google
"Borough Of Oaklyn, NJ",New Jersey,39.90469969999999,-75.0790384,"Oaklyn, NJ 08107, USA","locality,political",high,google
"Township Of Mine Hill, NJ",New Jersey,40.879911,-74.601775,"Mine Hill Township, NJ, USA","locality,political",high,google
"Borough Of Riverdale, NJ",New Jersey,40.9850805,-74.3034812,"Riverdale, NJ 07457, USA","locality,political",high,google
"Township Of Stillwater, NJ",New Jersey,41.058239,-74.8634888,"Stillwater Township, NJ 07860, USA","locality,political",high,google
"City Of Lambertville, NJ",New Jersey,40.3660877,-74.94284619999999,"Lambertville, NJ 08530, USA","locality,political",high,google
"Borough Of Ho-Ho-Kus, NJ",New Jersey,40.9976288,-74.1102054,"Ho-Ho-Kus, NJ, USA","locality,political",high,google
"Township Of Pilesgrove, NJ",New Jersey,39.6490321,-75.3095357,"Pilesgrove, NJ 08098, USA","locality,political",high,google
"Borough Of Shrewsbury, NJ",New Jersey,40.323974,-74.061559,"Shrewsbury, NJ 07702, USA","locality,political",high,google
"Borough Of Woodstown, NJ",New Jersey,39.6514372,-75.327953,"Woodstown, NJ 08098, USA","locality,political",high,google
"Borough Of Bradley Beach, NJ",New Jersey,40.203092,-74.0179727,"Bradley Beach, NJ, USA","locality,political",high,google
"Borough Of South Toms River, NJ",New Jersey,39.9420736,-74.2045835,"South Toms River, NJ, USA","locality,political",high,google
"Township Of Bethlehem, NJ",New Jersey,40.6626086,-75.0343802,"Bethlehem Township, NJ, USA","locality,political",high,google
