Account ID,Account Name,Total Calls,Last Call Date,Calls - Nick Martino,Calls - Ryan Minter,Calls - Alicia Gopal,Calls - Emily Murnane,Calls - Ali Cohen,Calls - Ben Laddis,Calls - Sydney Ireland,Calls - Catherine Silvestri,Calls - Jenny Allison,Calls - Lucy Nemerov,Calls - Leila Assil,Calls - Joe del Rosario,Calls - Quinzel Perry,Calls - Hugh Bargeron,Calls - Andy Blakely,Calls - Blake Anderson,Calls - Mihir Shah,Calls - Maia Golub,Calls - Shane Lieberman,Calls - Granger West
001Hr000028ZbrB,"City Of Waxahachie, TX",18,2026-04-23,,,,5,,,,,,,13,,,,,,,,,
001Hr000028Zcqw,"City Of Pensacola, FL",18,2026-02-04,,7,,,,,,,,,,11,,,,,,,,
001Hr000028Zc02,"City Of Cedar City, UT",18,2026-02-25,,,,,,,,10,,,,,8,,,,,,,
001Hr000028ZcXC,"City Of Greer, SC",18,2026-06-03,4,,,,,,,,,,,2,,12,,,,,,
001Hr000028ZdgF,"Town Of Union, NY",18,2026-04-06,,,,,,7,,,,,,,11,,,,,,,
001Hr000028Zboi,"City Of Lakeway, TX",18,2026-04-15,,17,,1,,,,,,,,,,,,,,,,
001Hr000028Zccu,"City Of Covington, KY",18,2026-04-17,,12,,,,,6,,,,,,,,,,,,,
001Hr000028Zdbe,"City Of Centerville, OH",18,2026-06-04,,,,6,,,,,,,,3,,,,,9,,,
001Hr000028Zcyu,"City Of Blythe, CA",18,2026-06-03,,2,6,,,,,5,,,,5,,,,,,,,
001cv00000AuX6S,"Town Of Roxbury, CT",18,2026-02-13,,,7,,,,,,,,11,,,,,,,,,
001Hr000028ZdHE,"City Of La Crosse, WI",18,2025-08-26,18,,,,,,,,,,,,,,,,,,,
001Hr000028ZdJv,"City Of Bellefontaine, OH",18,2026-06-04,,,,11,,,,,,,,1,,,,,6,,,
001cv00000AuaKt,"City Of Milford, CT",18,2026-02-27,,,4,,,,,,,,14,,,,,,,,,
001cv00000AuXAT,"Town Of Cedaredge, CO",18,2026-05-27,,,,,,,,2,5,,11,,,,,,,,,
001Hr000028ZcTh,Santa Cruz County,18,2026-05-14,,1,,,,,,15,,,,2,,,,,,,,
001Hr000028ZcfG,"City Of Buellton, CA",18,2026-04-03,,,,,,,,,,,,,,,18,,,,,
001Hr000028ZdT7,"City Of Guthrie, OK",18,2026-05-14,,14,,,,,,,,4,,,,,,,,,,
001Hr000028Zd1U,"City Of West St Paul, MN",18,2025-09-04,18,,,,,,,,,,,,,,,,,,,
001Hr000028ZcqH,"Town Of Silver City, NM",18,2026-01-20,,,8,,,,,,,,,10,,,,,,,,
001Hr000028ZcpJ,"Village Of Alsip, IL",18,2026-06-02,,,,,,,,,,12,,,6,,,,,,,
001Hr000028Zbo4,"Orange County, TX",18,2026-04-27,,18,,,,,,,,,,,,,,,,,,
001cv00000AuYp9,"City Of Le Sueur, MN",18,2025-09-29,18,,,,,,,,,,,,,,,,,,,
001Hr000028ZdGF,"City Of Idabel, OK",18,2026-03-02,,9,,,,,,,,3,,,,,6,,,,,
001Hr000028ZcGg,"Town Of Wallkill, NY",18,2026-06-05,,,,,,16,,,,,,,2,,,,,,,
001Hr000028Zc4D,"Town Of Granby, MA",18,2025-12-01,,,,,,,,,8,,10,,,,,,,,,
001Hr000028ZbuK,"City Of Harker Heights, TX",18,2026-04-22,,,,18,,,,,,,,,,,,,,,,
001cv00000AuZhX,"County Of Mitchell, NC",18,2025-10-06,18,,,,,,,,,,,,,,,,,,,
001Hr000028Zbvc,"City Of Lafayette, CO",18,2025-11-19,,,,,,,,,18,,,,,,,,,,,
001cv00000L9Io1,"Rapides Area Planning Commission, LA",18,2026-03-04,,8,,10,,,,,,,,,,,,,,,,
001cv00000AuZ7l,"Town Of Mead, CO",18,2026-05-12,,,,,,,,,18,,,,,,,,,,,
001cv00000AuWqo,"Town Of Lyons, CO",18,2025-11-19,,,,,,,,,18,,,,,,,,,,,
001Hr000028Zd6c,"Town Of Concord, MA",18,2026-02-09,,,17,,,,,,,,1,,,,,,,,,
001Hr000028Zbp5,"Town Of Monument, CO",18,2026-05-11,,,,,,,,5,13,,,,,,,,,,,
001Hr000028ZdWH,"City of Longmont, CO",18,2026-01-14,,,10,,,,,,8,,,,,,,,,,,
001cv00000AuYOK,"City Of Willcox, AZ",18,2026-04-06,,,12,,,,,,,,,,,,6,,,,,
001Hr000028ZcID,"Township Of North Whitehall, PA",18,2026-05-11,,,,,,,,13,,,,5,,,,,,,,
001cv00000B221U,"Town Of Silverthorne, CO",18,2025-10-21,,,,,,,,,18,,,,,,,,,,,
001Hr000028ZdYM,"City Of Martinsburg, WV",18,2026-06-03,,,,4,,,,,,,1,,,,,,13,,,
001cv00000AuYIA,"Village Of Mayfield, OH",18,2026-03-09,,,,18,,,,,,,,,,,,,,,,
001Hr000028ZcrA,"City Of Los Banos, CA",18,2026-06-02,,,,,17,,,1,,,,,,,,,,,,
001cv00000AuYy0,"Village Of Plain City, OH",18,2026-06-04,,,,14,,,,,,,,,,,,,4,,,
001cv00000AuYCX,"Town Of Andover, CT",18,2026-02-05,,,18,,,,,,,,,,,,,,,,,
001Hr000028ZbpP,"City Of Debary, FL",18,2026-06-02,,12,,,,,,,,,,2,,,,,,4,,
001Hr000028Zd40,"City Of North Attleborough Town, MA",18,2025-12-11,,,,,,,,,18,,,,,,,,,,,
001Hr000028ZbyL,City of Santa Clara,18,2026-05-21,,2,,,2,,,14,,,,,,,,,,,,
001Hr000028ZckK,"City Of Soledad, CA",18,2026-06-02,,,,,17,,,1,,,,,,,,,,,,
001Hr000028ZbrS,"City Of Newton, MA",18,2025-12-01,,,,,,,,,18,,,,,,,,,,,
001Hr000028ZdEf,"City Of Norco, CA",18,2025-11-06,,,,,18,,,,,,,,,,,,,,,
001Hr000028Zcrz,"City Of Barnstable, MA",18,2026-02-09,,,5,,,,,,13,,,,,,,,,,,
001Hr000028Zcah,"City Of Parlier, CA",18,2026-06-02,,,,,16,,,2,,,,,,,,,,,,
001Hr000028Zdby,"City Of Shawnee, OK",18,2026-02-09,,11,,,,,,,,7,,,,,,,,,,
001Hr000028ZbtV,"City Of Kearney, MO",18,2026-04-20,,,,,,10,,,,,,6,,,2,,,,,
001Hr000028ZckZ,"City Of Clive, IA",18,2026-05-15,,,,,,15,,,,,,3,,,,,,,,
001Hr000028Zctl,"Monroe County, IN",18,2026-02-12,,,,,,,11,,,,,,7,,,,,,,
001Hr000028ZclF,"City Of Sanford, ME",18,2026-03-24,,,3,,,,,,15,,,,,,,,,,,
001Hr000028Zdd8,"City Of Wilmington, DE",18,2026-01-08,,,,,18,,,,,,,,,,,,,,,
001cv00000NY20c,"County of Onslow, NC",18,2026-06-04,,,8,,,10,,,,,,,,,,,,,,
001Hr000028ZdVg,"City Of Alcoa, TN",18,2026-04-16,,,,,,,6,,12,,,,,,,,,,,
001Hr000028ZbqK,"City Of Cottonwood Heights, UT",18,2026-03-26,,,,,,,,14,4,,,,,,,,,,,
001Hr000028ZddQ,"Town Of Spring Hill, TN",18,2026-05-11,,,,,,,6,,12,,,,,,,,,,,
001cv00000AuZBY,"City Of Braidwood, IL",18,2026-06-03,,,9,,,9,,,,,,,,,,,,,,
001Hr000028ZdUy,"City Of Pontiac, MI",18,2026-01-16,18,,,,,,,,,,,,,,,,,,,
001Hr000028Zd7j,"City Of Poplar Bluff, MO",18,2026-01-30,,,,,,18,,,,,,,,,,,,,,
001Hr000028ZbnV,"Township Of Upper Uwchlan, PA",18,2026-06-03,,,,,16,,2,,,,,,,,,,,,,
001Hr000028ZdJz,"City Of Bettendorf, IA",18,2026-05-20,,,,,,18,,,,,,,,,,,,,,
001Hr000028Zdkr,"Rock County, WI",18,2026-03-23,18,,,,,,,,,,,,,,,,,,,
001Hr000028ZdOR,"City Of Whitehall, OH",18,2026-04-27,,,,18,,,,,,,,,,,,,,,,
001Hr000028ZcQD,"City Of Roanoke, TX",18,2026-05-06,,,,,,,,,,18,,,,,,,,,,
001Hr000028ZcG4,"City Of Commerce, GA",18,2026-04-13,,,,,,,,,,,,,,18,,,,,,
001Hr000028ZcNv,"City Of Waynesboro, GA",18,2026-05-18,,,,,,,,,,,,,,18,,,,,,
001Hr000028Zc33,"City Of University Place, WA",18,2026-04-22,,,,,,,,18,,,,,,,,,,,,
001Hr000028ZcNy,"Town Of Hanson, MA",18,2026-04-14,,,18,,,,,,,,,,,,,,,,,
001Hr000028ZdC9,"Polk County, GA",18,2026-05-19,,,,,,,,,,,,,,18,,,,,,
001Hr000028ZdEV,"City Of Elk River, MN",18,2026-05-14,18,,,,,,,,,,,,,,,,,,,
001Hr000028ZdeL,"City Of Kennewick, WA",18,2026-05-27,,,,,,,,18,,,,,,,,,,,,
001cv00000bBWN3,City of Lynn,18,2026-06-04,,,,,,,,,,,,,,,,18,,,,
001Hr000028ZdqU,"Whatcom County, WA",18,2026-05-27,,,,,,,,18,,,,,,,,,,,,
001cv00000bBWTf,"City of Paterson, NJ",18,2026-06-01,18,,,,,,,,,,,,,,,,,,,
001Hr000028Zdpb,"Warren County, OH",17,2025-10-13,,,,2,,,,,,,15,,,,,,,,,
001Hr000028Zbyf,"Municipality Of Murrysville, PA",17,2026-06-04,,,,,,,,,,,9,,,8,,,,,,
001Hr000028ZddC,"Lee County, GA",17,2026-04-10,,,,,,,,,,,,,16,1,,,,,,
001Hr000028ZdUM,"City Of Berwyn, IL",17,2026-06-04,,,,,,7,,,,,,,10,,,,,,,
001Hr000028Zcyi,"County Of Tooele, UT",17,2026-03-13,,,,,,,,9,,,,,8,,,,,,,
001Hr000028ZdQD,"Township Of Nimishillen, OH",17,2026-03-04,,,,10,,,,,,,7,,,,,,,,,
001cv00000AuaG3,"County Of Tallapoosa, AL",17,2026-06-03,,,,,,,,,,,10,,,,,,,7,,
001Hr000028ZdHS,"Fremont County, CO",17,2025-11-25,,,,,,,,,4,,13,,,,,,,,,
001cv00000AuZYL,"County Of Modoc, CA",17,2026-05-20,,,,,,,,,,7,,,,,10,,,,,
001Hr000028Zc6H,"City Of Dalhart, TX",17,2026-04-20,,8,,,,,,,,,,,,,9,,,,,
001cv00000AuZSV,"City Of Justin, TX",17,2026-06-04,,,,,,,,,,12,,,,,5,,,,,
001Hr000028ZdbG,"Champaign County, OH",17,2026-04-15,,,,7,,,,,,,10,,,,,,,,,
001cv00000AuYoc,"City Of Friona, TX",17,2026-06-02,,,,,,,,,,15,,,,,2,,,,,
001Hr000028Zchm,"Town Of Thurmont, MD",17,2026-06-04,,,,,,,,,,1,,,16,,,,,,,
001Hr000028Zc9C,City of Watsonville,17,2026-03-17,,5,,,,,,12,,,,,,,,,,,,
001Hr000028ZcNf,"City Of Lake Forest, CA",17,2026-04-20,,13,4,,,,,,,,,,,,,,,,,
001Hr000028ZcQy,"City Of Cloverdale, CA",17,2026-05-20,,,,,,,,9,,3,,4,,,1,,,,,
001Hr000028Zdcw,"City Of Redmond, WA",17,2026-05-21,,,,,,,,5,,,,12,,,,,,,,
001cv00000AuYR5,"City Of Beaver Dam, KY",17,2026-05-11,,11,,,,,4,,,,,,,,2,,,,,
001Hr000028Zc26,"City Of Holly Hill, FL",17,2026-05-11,,6,,,,,,,,,,11,,,,,,,,
001Hr000028Zct0,"City Of Kingston, TN",17,2026-06-03,,,,,,,7,,1,,9,,,,,,,,,
001Hr000028Zc7m,"City Of Seward, NE",17,2026-05-08,,,,,,16,,,,,,,1,,,,,,,
001Hr000028Zc53,"City Of Hillsboro, TX",17,2026-05-14,,,,,,,,,,,13,,,,,4,,,,
001cv00000AuZlU,"County Of Lake, SD",17,2026-05-26,,,,,,,,,5,,,11,,,,1,,,,
001Hr000028Zbsx,"City Of Groveland, FL",17,2026-05-13,,6,,,,,,,,,,11,,,,,,,,
001cv00000AuZjw,"City Of Jennings, LA",17,2025-12-05,,13,,3,,,,,,,,,,,1,,,,,
001Hr000028ZcWo,"City Of Roma, TX",17,2026-04-27,,13,,4,,,,,,,,,,,,,,,,
001Hr000028ZdYY,"Township Of Beavercreek, OH",17,2025-08-20,,,,,,,,,,,17,,,,,,,,,
001Hr000028ZbpC,"City Of Fort Stockton, TX",17,2025-09-29,,,,,,,,,,,,,17,,,,,,,
001Hr000028ZcrG,"City Of Moss Point, MS",17,2026-04-10,,16,,,,,1,,,,,,,,,,,,,
001cv00000AuX5I,"City Of Neodesha, KS",17,2025-08-11,,16,,,,,,,,,,,,,1,,,,,
001Hr000028Zd0J,"City Of Brookhaven, MS",17,2026-04-09,,16,,,,,1,,,,,,,,,,,,,
001Hr000028Zcqp,"City Of Orinda, CA",17,2026-03-24,,,,,,,,7,,,,10,,,,,,,,
001Hr000028Zbwp,"City Of Alamosa, CO",17,2026-05-27,,,,,,,,,2,,15,,,,,,,,,
001Hr000028Zd6C,"Town Of Elkton, MD",17,2026-04-06,13,,,,,,,,,4,,,,,,,,,,
001cv00000AuZK1,"Town Of Dundee, FL",17,2026-01-13,,3,,,,,,,,,,14,,,,,,,,
001Hr000028ZdCh,"City Of Hartford, WI",17,2025-09-10,17,,,,,,,,,,,,,,,,,,,
001Hr000028ZcfL,"City Of Big Bear Lake, CA",17,2026-04-13,,,,,16,,,,,,,,,,1,,,,,
001Hr000028ZdCT,"City Of Cleveland Heights, OH",17,2026-06-01,,,,11,,,,,,,,4,,,,,2,,,
001Hr000028ZdZP,"City Of Watauga, TX",17,2026-04-21,,,,3,,,,,,,14,,,,,,,,,
001Hr000028Zcfm,"Village Of Maryville, IL",17,2026-05-07,,,,,,,,,,10,,,7,,,,,,,
001cv00000GpOP0,"City of Las Cruces, NM",17,2026-04-15,,,6,,,,,,,,,11,,,,,,,,
001Hr000028ZdHq,"City Of Grandview Heights, OH",17,2026-04-10,,,,17,,,,,,,,,,,,,,,,
001Hr000028ZcrT,"Village Of Lyons, IL",17,2026-05-06,,,,,,,,,,9,,,8,,,,,,,
001Hr000028ZdSv,"Town Of Lansing, NY",17,2026-05-27,,,,,,8,,,,,,,9,,,,,,,
001Hr000028Zd7o,"Village Of Morton, IL",17,2026-06-01,,,,,,,,,,10,,,7,,,,,,,
001Hr000028ZdYc,"City Of Parma Heights, OH",17,2026-04-22,,,,17,,,,,,,,,,,,,,,,
001cv00000AuXft,"City Of Belle Meade, TN",17,2026-05-18,,,,,,,11,,,,6,,,,,,,,,
001Hr000028ZbxH,"City Of Asheboro, NC",17,2026-06-03,9,,,,,8,,,,,,,,,,,,,,
001Hr000028Zbop,"City Of Katy, TX",17,2026-03-04,,,,15,,,,,,2,,,,,,,,,,
001cv00000AuaKd,"County Of Laurens, GA",17,2026-05-21,,,,,,,,,,,,,1,8,8,,,,,
001Hr000028ZbdY,"City Of Goldsboro, NC",17,2026-06-04,3,,,,,12,,,2,,,,,,,,,,,
001Hr000028ZdGN,"City Of Reynoldsburg, OH",17,2026-04-08,,,,17,,,,,,,,,,,,,,,,
001Hr000028ZclI,"Town Of Castle Rock, CO",17,2026-02-18,,,2,,,,,,15,,,,,,,,,,,
001cv00000AuaPW,"City Of Grand Junction, CO",17,2026-05-12,,,,,,,,10,7,,,,,,,,,,,
001Hr000028Zdpv,"Muscogee County, GA",17,2026-06-04,,,,,,,,,,,,,11,6,,,,,,
001cv00000AuYre,"Village Of Yellow Springs, OH",17,2026-02-17,,,,17,,,,,,,,,,,,,,,,
001Hr000028ZdAy,"City Of Morgan Hill, CA",17,2026-04-22,,,,,17,,,,,,,,,,,,,,,
001Hr000028ZbwG,"Village Of Palm Springs, FL",17,2026-02-19,,7,,,,,,,,,,10,,,,,,,,
001Hr000028ZcSx,County of San Luis Obispo,17,2026-01-30,,14,,,,,,3,,,,,,,,,,,,
001Hr000028ZbqV,"Town Of Braselton, GA",17,2026-06-04,,,,,,,,,,,,,1,16,,,,,,
001cv00000AuZi0,"County Of Redwood, MN",17,2026-03-18,17,,,,,,,,,,,,,,,,,,,
001Hr000028ZdAE,"City Of Arvin, CA",17,2026-06-02,,,,,15,,,2,,,,,,,,,,,,
001Hr000028Zc6m,City of Bisbee,17,2026-01-14,,,,,15,,,,,,,,2,,,,,,,
001Hr000028ZjNF,"County Of Luna, NM",17,2025-12-02,,,17,,,,,,,,,,,,,,,,,
001Hr000028ZcSl,"City Of Lancaster, SC",17,2026-05-14,,,,,,,,,,,,2,,15,,,,,,
001Hr000028Zc4V,"City Of Saratoga Springs, NY",17,2025-11-14,,,17,,,,,,,,,,,,,,,,,
001Hr000028Zc9Q,"City Of Amsterdam, NY",17,2025-11-13,,,17,,,,,,,,,,,,,,,,,
001Hr000028ZbxY,"County Of Morgan, UT",17,2026-02-25,,,,,,,,5,12,,,,,,,,,,,
001Hr000028ZcUX,"City Of Crowley, TX",17,2026-02-18,,17,,,,,,,,,,,,,,,,,,
001Hr000028ZcYs,"City Of Mendota, CA",17,2026-04-20,,8,,,,,,9,,,,,,,,,,,,
001cv00000Aua0H,"County Of Del Norte, CA",17,2026-06-04,,5,,,,,,11,,1,,,,,,,,,,
001Hr000028ZdJr,"City Of Athens, TN",17,2026-05-27,,,,,,,9,,8,,,,,,,,,,,
001Hr000028Zd24,"City Of Gallatin, TN",17,2026-04-22,,,,,,,13,,4,,,,,,,,,,,
001Hr000028Zcxz,"City Of Millington, TN",17,2026-06-01,,,,,,,11,,6,,,,,,,,,,,
001Hr000028ZdSq,"City Of Cleveland, TN",17,2026-05-08,,,,,,,7,,10,,,,,,,,,,,
001cv00000AuYFp,"City Of Oak Ridge North, TX",17,2026-02-09,,,17,,,,,,,,,,,,,,,,,
001Hr000028Zc0k,"Town Of Henrietta, NY",17,2026-04-29,,,12,5,,,,,,,,,,,,,,,,
001Hr000028Zc5V,City of Clovis,17,2026-04-21,,2,,,,,,15,,,,,,,,,,,,
001cv000006s9hS,"Town Of Tool, TX",17,2026-06-04,,7,10,,,,,,,,,,,,,,,,,
001Hr000028Zc7q,"Township Of Uwchlan, PA",17,2026-02-09,,,,,17,,,,,,,,,,,,,,,
001Hr000028Zck6,"City Of Rushville, IN",17,2026-04-09,,,3,,,,14,,,,,,,,,,,,,
001cv00000AuZgJ,"County Of Union, KY",17,2026-02-02,,,,,,,17,,,,,,,,,,,,,
001Hr000028ZcvU,"City Of Bolivar, MO",17,2026-02-18,,,,,,17,,,,,,,,,,,,,,
001cv00000AuaWP,"City Of Bowling Green, KY",17,2026-04-07,,,,,,,17,,,,,,,,,,,,,
001Hr000028Zcws,"City Of Las Vegas, NM",17,2026-06-01,,,17,,,,,,,,,,,,,,,,,
001Hr000028ZcrD,"Village Of Sleepy Hollow, NY",17,2026-03-19,,,,,,17,,,,,,,,,,,,,,
001Hr000028ZdIk,"City Of Loudon, TN",17,2026-06-01,,,,,,,17,,,,,,,,,,,,,
001cv00000AuXev,"Town Of Florida, NY",17,2026-03-18,,,17,,,,,,,,,,,,,,,,,
001Hr000028ZdiQ,"Charter Township Of Canton, MI",17,2026-03-23,17,,,,,,,,,,,,,,,,,,,
001Hr000028ZdLJ,"Town Of Brookfield, WI",17,2026-04-08,17,,,,,,,,,,,,,,,,,,,
001Hr000028Zcbz,"Village Of Northport, NY",17,2026-05-19,,,16,,,,,,1,,,,,,,,,,,
001Hr000028Zdbp,"City Of Alpharetta, GA",17,2026-04-08,,,,,,,,,,,,,,17,,,,,,
001Hr000028Zdcs,"City Of Albany, GA",17,2026-05-14,,,,,,,,,,,,,,17,,,,,,
001Hr000028Zdg1,"Town Of Cheektowaga, NY",17,2026-05-12,,,,,,17,,,,,,,,,,,,,,
001Hr000028ZcHH,"City Of Suwanee, GA",17,2026-06-02,,,,,,,,,,,,,,17,,,,,,
001Hr000028Zc7b,"City Of Grosse Pointe, MI",17,2026-06-01,,,17,,,,,,,,,,,,,,,,,
001Hr000028ZdYg,"City Of Central Falls, RI",17,2026-05-06,,,,,,,,,,16,,,,,1,,,,,
001Hr000028ZcN4,"City Of LaFayette, GA",17,2026-06-04,,,,,,,,,,,,,,17,,,,,,
001cv00000bBWTB,"City of Jackson, MS",17,2026-04-28,,,,,,,17,,,,,,,,,,,,,
001Hr000028ZcYM,"Town Of Hope Mills, NC",17,2026-04-23,17,,,,,,,,,,,,,,,,,,,
001Hr000028Zd9t,"City Of Moorhead, MN",17,2026-05-15,17,,,,,,,,,,,,,,,,,,,
001cv00000AuZtU,"County Of Cook, GA",17,2026-06-04,,,,,,,,,,,,,,17,,,,,,
001Hr000028Zby8,"City Of Florida City, FL",16,2026-05-13,,6,,,,,,,,,,10,,,,,,,,
001Hr000028ZdCu,"City Of Benicia, CA",16,2026-05-22,,,,,,,,,,5,11,,,,,,,,,
001Hr000028Zd2I,"Village Of Kenmore, NY",16,2026-06-03,,,,,,13,,,,,,,3,,,,,,,
001Hr000028ZbqZ,"Borough Of Pitman, NJ",16,2026-06-01,,,,,,,13,,1,,,,2,,,,,,,
001Hr000028ZduC,"Kendall County, IL",16,2026-04-22,1,,,,,,,,,,,,15,,,,,,,
001Hr000028ZdoZ,"Clarke County, GA",16,2026-05-22,,,,,,,,,,,,,3,13,,,,,,
001Hr000028ZcqP,"Village Of Manhattan, IL",16,2026-06-04,,,,,,5,,,,,,,11,,,,,,,
001Hr000028Zcn4,"Village Of Shorewood, IL",16,2026-05-27,,,,,,4,,,,,,,12,,,,,,,
001Hr000028Zd61,"Village Of South Lebanon, OH",16,2026-01-29,,,,15,,,,,,,1,,,,,,,,,
001Hr000028ZcV2,"City Of Mount Pleasant, TX",16,2026-05-14,,,,,,,,,,11,5,,,,,,,,,
001Hr000028ZdB0,"City Of Sandy, UT",16,2026-02-27,,,,,,,,4,,,,,12,,,,,,,
001cv00000AuYw7,"City Of Mathis, TX",16,2026-05-26,,,,,,,,,,,,,,,3,13,,,,
001cv00000AuYSf,"Town Of Howe, TX",16,2026-05-19,,,,,,,,,,,,,,,4,12,,,,
001cv00000AuYSI,"City Of Shenandoah, TX",16,2026-01-28,,,12,,,,,,,,,,,,4,,,,,
001Hr000028ZbdP,"City Of Redondo Beach, CA",16,2026-02-23,,9,,,,,,7,,,,,,,,,,,,
001Hr000028ZcKi,"City Of Buena Park, CA",16,2026-05-13,,7,,,,,,9,,,,,,,,,,,,
001Hr000028Zbte,"City Of Aztec, NM",16,2026-02-03,,,6,,,,,,,,,10,,,,,,,,
001Hr000028Zc22,"City Of Socorro, NM",16,2026-02-09,,,7,,,,,,,,,9,,,,,,,,
001cv00000AuYhe,"City Of Carrollton, KY",16,2026-03-19,,11,,,,,5,,,,,,,,,,,,,
001Hr000028Zbwh,"City Of Brooksville, FL",16,2026-05-18,,15,,,,,,,,,,1,,,,,,,,
001Hr000028ZcMU,City of Vista,16,2025-09-16,,16,,,,,,,,,,,,,,,,,,
001Hr000028Zc61,"City Of Gardena, CA",16,2026-04-17,,,,,,,,15,,,,1,,,,,,,,
001Hr000028ZcM6,"County Of Tehama, CA",16,2026-03-13,,7,,,,,,7,,,,2,,,,,,,,
001Hr000028ZdUP,"City Of Haverhill, MA",16,2025-08-11,,,,,,,,,,,16,,,,,,,,,
001Hr000028ZdLK,"City Of Muncie, IN",16,2026-05-06,,,,,,,15,,,,,,1,,,,,,,
001Hr000028Ze2M,"Potter County, PA",16,2026-02-18,,,,,13,,,,1,,,2,,,,,,,,
001Hr000028ZcW8,"City Of Sheffield, AL",16,2025-10-07,,,,,,,,,,,16,,,,,,,,,
001Hr000028Zbni,"City Of Weslaco, TX",16,2026-04-24,,,,5,,,,,,,11,,,,,,,,,
001Hr000028ZdOT,"City Of Conway, AR",16,2026-05-20,,15,,,,,,,,,,,,1,,,,,,
001Hr000028ZcwU,"City Of Prichard, AL",16,2026-02-20,,2,,14,,,,,,,,,,,,,,,,
001Hr000028ZcFi,"Borough Of West Chester, PA",16,2026-05-27,,,,,,,1,,,,15,,,,,,,,,
001Hr000028Zc4v,"City Of Albemarle, NC",16,2026-06-04,,,,,,14,,,,,,2,,,,,,,,
001cv00000AuYXH,"City Of Carter Lake, IA",16,2026-05-13,,,,,,14,,,,,,2,,,,,,,,
001Hr000028ZdOU,"Jessamine County, KY",16,2026-04-02,,10,,,,,6,,,,,,,,,,,,,
001cv00000B21z5,"Town Of Ranlo, NC",16,2025-12-05,7,,,,,,,,,,,,,,9,,,,,
001cv00000AuZ01,"Town Of Lillington, NC",16,2025-12-17,16,,,,,,,,,,,,,,,,,,,
001Hr000028ZcvH,"City Of Port Washington, WI",16,2025-08-08,16,,,,,,,,,,,,,,,,,,,
001Hr000028ZccK,"City Of Menasha, WI",16,2026-05-07,15,,,,,,,,,,,,,,1,,,,,
001Hr000028ZcEx,"City of Edinburg, TX",16,2026-06-01,,12,2,2,,,,,,,,,,,,,,,,
001Hr000028ZdBg,"City Of Pascagoula, MS",16,2026-04-24,,12,,,,,4,,,,,,,,,,,,,
001Hr000028ZdPC,"City Of Bellmead, TX",16,2026-03-27,,,,12,,,,,,,4,,,,,,,,,
001cv00000AuZib,"County Of Goshen, WY",16,2026-05-26,,,,,,,,14,,,,2,,,,,,,,
001Hr000028ZdKi,"City Of Crystal Lake, IL",16,2026-05-14,,,,,,,,,,15,,,1,,,,,,,
001Hr000028Zbvw,"City Of Port Arthur, TX",16,2026-06-02,,5,,,,,,,,,,,,,,11,,,,
001Hr000028ZcKe,"Town Of Tiburon, CA",16,2026-02-20,,1,,,,,,13,,,,1,,,1,,,,,
001Hr000028Zcxg,"City Of Clarksdale, MS",16,2026-04-24,,11,,,,,5,,,,,,,,,,,,,
001Hr000028Zc17,"City Of Miami Shores, FL",16,2026-03-16,,3,,,,,,,,,,13,,,,,,,,
001Hr000028Zc82,"City Of Anacortes, WA",16,2026-04-08,,,,,,,,11,,,,5,,,,,,,,
001Hr000028ZcRX,"City Of Farmington, MO",16,2026-02-03,,,,,,15,,,,,,1,,,,,,,,
001Hr000028Zd8Y,"City Of Salisbury, MD",16,2025-11-18,11,,,,5,,,,,,,,,,,,,,,
001cv00000AuaGr,"County Of Mcclain, OK",16,2026-04-09,,9,,,,,,,,7,,,,,,,,,,
001Hr000028ZcT4,"City Of Eden Prairie, MN",16,2025-08-22,16,,,,,,,,,,,,,,,,,,,
001Hr000028ZcnU,"City Of Sausalito, CA",16,2026-05-05,,,,,,,,14,,,,,,,2,,,,,
001cv00000AuaNv,"County Of Gordon, GA",16,2026-05-13,,,,,,,,,,,,,11,5,,,,,,
001Hr000028Zcu2,"City Of Ellisville, MO",16,2026-05-28,,,,,,15,,,,,,1,,,,,,,,
001Hr000028ZctF,"City Of Newton, KS",16,2026-05-29,,12,,,,,,,,,,,,,,,,4,,
001Hr000028Zbry,"City of McKinney, TX",16,2026-04-24,,1,,5,,,,,,,10,,,,,,,,,
001Hr000028ZcaP,"City Of Hughson, CA",16,2026-05-20,,,,,,,,,,8,6,,,,2,,,,,
001Hr000028ZdXw,"Village Of Shorewood, WI",16,2025-09-04,16,,,,,,,,,,,,,,,,,,,
001Hr000028ZbsY,"Town Of Miami Lakes, FL",16,2026-02-23,,11,,,,,,,,,,5,,,,,,,,
001Hr000028Zct2,"City Of Grove, OK",16,2026-05-06,,4,,,,,,,,12,,,,,,,,,,
001Hr000028ZcOJ,"City Of Shasta Lake, CA",16,2026-05-14,,,,,,,,,,7,9,,,,,,,,,
001Hr000028Zdig,"Rockdale County, GA",16,2026-04-17,,,,,,,,,,,,,11,5,,,,,,
001Hr000028ZdZG,"Campbell County, KY",16,2026-02-03,,4,,,,,12,,,,,,,,,,,,,
001Hr000028ZbxZ,"City Of Puyallup, WA",16,2025-11-19,,,15,,,,,,,,,1,,,,,,,,
001Hr000028Zcaq,"City Of Colonial Heights, VA",16,2026-05-21,,,,,8,,,,,,,,8,,,,,,,
001cv00000Gg13V,"County of Aitkin, MN",16,2025-11-05,16,,,,,,,,,,,,,,,,,,,
