Account ID,Account Name,Opp Status,Stage,Signal,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR
001Hr000028Zd88,"Town Of Bellingham, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,5/12/2026,
001Hr000028Zd5B,"Town Of Belmont, MA",Closed Lost,,Lost,,Leila Assil,5/28/2025,5/5/2025,37500
001Hr000028Zd5B,"Town Of Belmont, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,5/20/2026,3/11/2026,
001cv00000AuYHX,"Town Of Bennett, CO",Closed Lost,,Lost,,Jenny Allison,1/8/2026,10/9/2025,
001cv00000CLwxB,"Town Of Bennington, VT",Open,Meeting Booked,Top Funnel,Top of Funnel,Alicia Gopal,6/8/2026,6/1/2026,
001Hr000028Zd0v,"Town Of Berlin, CT",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,3/18/2026,
001Hr000028Zcp2,"Town Of Bernalillo, NM",Closed Lost,,Lost,,Alicia Gopal,1/30/2026,1/26/2026,
001Hr000028Zck8,"Town Of Berwick, ME",Open,Meeting Booked,Top Funnel,Top of Funnel,Alicia Gopal,11/10/2026,2/4/2026,
001Hr000028Zcff,"Town Of Bethany, CT",Closed Lost,,Lost,,Liam Shaw,8/14/2024,1/5/2025,22000
001Hr000028ZdAF,"Town Of Bethel, CT",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZbtT,"Town Of Black Mountain, NC",Closed Won,,Won,,Asher Rosenfeld,2/8/2024,1/5/2025,29000
001Hr000028ZcrY,"Town Of Blackstone, MA",Closed Lost,,Lost,,Jenny Allison,10/23/2025,10/20/2025,
001Hr000028ZcXf,"Town Of Bloomfield, CT",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,6/5/2025,
001Hr000028ZcXf,"Town Of Bloomfield, CT",Open,Meeting Booked,Top Funnel,Top of Funnel,Alicia Gopal,6/18/2026,5/4/2026,
001Hr000028ZcBU,"Town Of Blooming Grove, NY",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZcMg,"Town Of Bluefield, VA",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZcMg,"Town Of Bluefield, VA",Closed Lost,,Lost,,Ali Cohen,2/19/2026,2/18/2026,18500
001Hr000028ZcCG,"Town Of Bluffton, SC",Open,Initial Interest,Top Funnel,Top of Funnel,,,1/5/2025,
001Hr000028ZdBj,"Town Of Brandon, MS",Open,Demo,Mid Funnel,Mid Funnel,Sydney Ireland,5/7/2026,4/30/2026,29000
001Hr000028ZbqV,"Town Of Braselton, GA",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zczm,"Town Of Bridgewater, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,5/7/2026,2/10/2026,
001Hr000028ZcXF,"Town Of Bridgewater, VA",Closed Lost,,Lost,,Shane Lieberman,7/31/2024,1/5/2025,
001Hr000028Zbnf,"Town Of Brighton, NY",Closed Lost,,Lost,,Alicia Gopal,3/25/2026,12/11/2025,
001Hr000028Zd3p,"Town Of Brookfield, CT",Open,Proposal,Mid Funnel,Mid Funnel,Alicia Gopal,4/28/2026,4/23/2026,7000
001cv00000ZBiOO,"Town of Brookhaven, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,4/1/2026,2/17/2026,
001Hr000028Zcdn,"Town of Brunswick, ME",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdUH,"Town Of Brunswick, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,,5/26/2026,
001cv00000AuYEM,"Town Of Buena Vista, CO",Closed Won,,Won,,Jenny Allison,12/2/2025,10/9/2025,14000
001Hr000028ZdYQ,"Town Of Burrillville, RI",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,4/2/2026,3/30/2026,
001Hr000028ZccW,"Town Of Butner, NC",Closed Won,,Won,,Shane Lieberman,10/10/2024,1/5/2025,12000
001Hr000028ZdKD,"Town Of Camillus, NY",Closed Lost,,Lost,,Alicia Gopal,2/4/2026,1/30/2026,
001Hr000028ZcQl,"Town Of Camp Verde, AZ",Closed Won,,Won,,Asher Rosenfeld,,1/5/2025,16800
001cv00000AuX5R,"Town Of Canadian, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Lucy Nemerov,,3/26/2026,
001cv00000boDwE,"Town of Canadice, NY",Closed Lost,,Lost,,Ben Laddis,3/31/2026,3/9/2026,
001Hr000028ZdUj,"Town Of Canandaigua, NY",Open,Proposal,Mid Funnel,Mid Funnel,Alicia Gopal,12/17/2025,12/10/2025,29000
001Hr000028Zcm5,"Town Of Canton, CT",Closed Lost,,Lost,,Liam Shaw,10/2/2024,1/5/2025,
001Hr000028Zcm5,"Town Of Canton, CT",Open,Meeting Booked,Top Funnel,Top of Funnel,Alicia Gopal,7/22/2026,5/4/2026,
001Hr000028ZdDS,"Town Of Canton, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,5/20/2026,3/26/2026,
001Hr000028ZdDS,"Town Of Canton, MA",Open,Sales Qualified,Mid Funnel,Mid Funnel,Alicia Gopal,5/27/2026,5/20/2026,
001Hr000028Zbo8,"Town Of Canton, NY",Closed Lost,,Lost,,Quinzel Perry,11/27/2024,1/5/2025,
001Hr000028Zclz,"Town Of Cape Elizabeth, ME",Closed Won,,Won,,Leila Assil,10/16/2024,1/5/2025,10000
001Hr000028ZcZw,"Town Of Carbondale, CO",Open,Meeting Booked,Top Funnel,Top of Funnel,Catherine Silvestri,6/15/2026,5/5/2026,
001cv00000AuXjL,"Town Of Carlton, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,3/12/2026,
001Hr000028ZcWE,"Town Of Carmel, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,,5/6/2026,
001cv0000078zYd,"Town Of Caroline, NY",Closed Lost,,Lost,,Quinzel Perry,7/23/2025,2/16/2025,
001Hr000028Zcav,"Town Of Carrboro, NC",Closed Lost,,Lost,,Shane Lieberman,2/7/2024,1/5/2025,
001Hr000028ZcbN,"Town Of Carver, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,5/12/2026,4/30/2026,
001Hr000028ZclI,"Town Of Castle Rock, CO",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,3/10/2026,1/7/2026,
001cv00000AuXPH,"Town Of Catlin, NY",Closed Lost,,Lost,,Ben Laddis,4/30/2026,4/29/2026,5000
001Hr000028ZdMf,"Town Of Catskill, NY",Closed Lost,,Lost,,Alicia Gopal,3/6/2026,3/3/2026,
001cv00000AuXAT,"Town Of Cedaredge, CO",Closed Lost,,Lost,,Jenny Allison,10/14/2025,10/9/2025,
001Hr000028Zd41,"Town Of Cedar Lake, IN",Closed Won,,Won,,Sydney Ireland,2/24/2026,2/13/2026,22000
001cv00000AuYRN,"Town Of Centerville, TN",Closed Lost,,Lost,,Sydney Ireland,3/10/2026,3/9/2026,
001Hr000028ZcRC,"Town Of Champlain, NY",Closed Won,,Won,,,,1/8/2025,8000
001Hr000028ZdMW,"Town Of Charlestown, RI",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,5/5/2025,
001Hr000028Zc7c,"Town Of Chatham, MA",Closed Lost,,Lost,,Leila Assil,2/19/2026,1/23/2026,
001Hr000028a4rS,"Town Of Chazy, NY",Closed Lost,,Lost,,Shane Lieberman,1/10/2025,1/10/2025,
001Hr000028a4rS,"Town Of Chazy, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,11/12/2025,11/7/2025,
001Hr000028a4rS,"Town Of Chazy, NY",Closed Lost,,Lost,,Ben Laddis,4/2/2026,3/26/2026,
001Hr000028ZdG4,"Town Of Chelmsford, MA",Closed Lost,,Lost,,Sydney Ireland,2/3/2026,1/20/2026,
001Hr000028ZdG4,"Town Of Chelmsford, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,2/11/2026,1/23/2026,
001Hr000028Zcmk,"Town Of Chenango, NY",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zcmk,"Town Of Chenango, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Quinzel Perry,3/19/2025,3/18/2025,
001Hr000028Zcie,"Town Of Chesapeake Beach, MD",Closed Lost,,Lost,,Ali Cohen,11/24/2025,11/20/2025,
001cv00000AuYsX,"Town Of Chester, CT",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,2/3/2026,
001Hr000028ZcLW,"Town Of Chester, NH",Closed Lost,,Lost,,Granger West,,1/4/2025,
001Hr000028Zd3c,"Town Of Chesterton, IN",Closed Lost,,Lost,,Quinzel Perry,2/26/2025,2/18/2025,19000
001Hr000028ZdQC,"Town Of Church Hill, TN",Closed Lost,,Lost,,Liam Shaw,6/17/2024,1/5/2025,12000
001Hr000028ZdFN,"Town Of Clarkson, NY",Closed Lost,,Lost,,Alicia Gopal,12/23/2025,12/17/2025,
001Hr000028ZdCA,"Town Of Clarksville, IN",Closed Won,,Won,,Liam Shaw,3/20/2024,1/5/2025,26000
001cv00000AuWXk,"Town Of Clermont, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Joe del Rosario,7/10/2025,7/3/2025,
001cv00000AuWXk,"Town Of Clermont, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,11/12/2025,11/6/2025,
001cv00000at3v0,"Town of Clifton, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,3/18/2026,3/2/2026,
001Hr000028Zc8N,"Town Of Clifton Park, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,3/17/2026,3/2/2026,
001Hr000028Zcnd,"Town Of Clinton, CT",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zc2N,"Town Of Clover, SC",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdOp,"Town Of Cobleskill, NY",Closed Lost,,Lost,,Joe del Rosario,10/24/2024,1/5/2025,18000
001Hr000028ZdJs,"Town Of Colchester, VT",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,6/1/2026,
001Hr000028Zdhh,"Town Of Collierville, TN",Closed Lost,,Lost,,Sydney Ireland,3/3/2026,2/25/2026,
001cv00000AuXPg,"Town Of Colorado City, AZ",Closed Lost,,Lost,,Ali Cohen,10/30/2025,10/3/2025,17000
001Hr000028Zd6c,"Town Of Concord, MA",Open,Demo,Mid Funnel,Mid Funnel,Alicia Gopal,2/9/2026,1/15/2026,
001Hr000028ZcW4,"Town Of Cornwall, NY",Closed Lost,,Lost,,Quinzel Perry,4/22/2025,2/7/2025,16000
001Hr000028Zcis,"Town Of Corte Madera, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Lucy Nemerov,,5/20/2026,
001Hr000028ZcHw,"Town Of Cortlandville, NY",Closed Lost,,Lost,,Shane Lieberman,5/1/2024,1/5/2025,
001Hr000028ZcHw,"Town Of Cortlandville, NY",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZdVZ,"Town Of Coventry, RI",Closed Lost,,Lost,,Quinzel Perry,5/2/2025,2/7/2025,
001cv000006hemv,"Town Of Crandall, TX",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,5/27/2025,
001Hr000028ZiwO,"Town of Crested Butte, CO",Closed Lost,,Lost,,Troy LeCaire,4/11/2024,1/5/2025,15000
001Hr000028Zd4G,"Town Of Cromwell, CT",Closed Lost,,Lost,,Liam Shaw,9/18/2024,1/5/2025,
001cv00000AuWOK,"Town Of Crown Point, NY",Closed Lost,,Lost,,Joe del Rosario,7/10/2025,7/3/2025,
001Hr000028ZcrW,"Town Of Cumberland, ME",Closed Lost,,Lost,,Granger West,11/7/2024,1/5/2025,
001Hr000028ZdFS,"Town Of Cumberland, RI",Open,Proposal,Mid Funnel,Mid Funnel,Lucy Nemerov,3/23/2026,3/19/2026,15000
001Hr000028ZcDZ,"Town Of Darien, CT",Open,Initial Interest,Top Funnel,Top of Funnel,Troy LeCaire,12/11/2025,12/11/2025,
001Hr000028Zd54,"Town Of Dennis, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,4/6/2026,3/30/2026,
001Hr000028ZdCm,"Town Of Derry, NH",Closed Won,,Won,,Jenny Allison,1/27/2026,1/14/2026,48000
001cv00000atEQd,"Town of Dinosaur, CO",Closed Lost,,Lost,,Jenny Allison,3/9/2026,3/2/2026,
001Hr000028Zcqy,"Town Of Douglas, MA",Closed Lost,,Lost,,Jenny Allison,11/6/2025,11/5/2025,
001Hr000028Zbpg,"Town Of Dover, NJ",Closed Lost,,Lost,,Alicia Gopal,2/4/2026,2/3/2026,
001Hr000028Zcrg,"Town Of Dover, NY",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZdHy,"Town Of Dracut, MA",Closed Lost,,Lost,,Leila Assil,6/10/2025,6/4/2025,
001Hr000028ZdCH,"Town Of Dryden, NY",Closed Lost,,Lost,,Shane Lieberman,6/26/2024,1/5/2025,20000
001Hr000028ZczA,"Town Of Duanesburg, NY",Closed Lost,,Lost,,Joe del Rosario,5/6/2025,4/2/2025,
001cv00000AuZK1,"Town Of Dundee, FL",Open,Meeting Booked,Top Funnel,Top of Funnel,Joe del Rosario,9/4/2025,8/22/2025,
001Hr000028Zcfw,"Town Of Durham, CT",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,11/25/2025,11/21/2025,
001Hr000028Zbyv,"Town Of Eagle, CO",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zceh,"Town Of East Granby, CT",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zceh,"Town Of East Granby, CT",Closed Lost,,Lost,,Alicia Gopal,1/27/2026,12/22/2025,
001Hr000028ZdTC,"Town Of East Greenbush, NY",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZcPQ,"Town Of Easton, CT",Closed Won,,Won,,Leila Assil,2/11/2025,2/4/2025,29000
001Hr000028ZcY2,"Town Of Easton, MD",Open,Sales Qualified,Mid Funnel,Mid Funnel,Lucy Nemerov,4/1/2026,4/1/2026,
001Hr000028ZcjI,"Town Of Edgewood, NM",Closed Lost,,Lost,,Granger West,9/18/2024,1/5/2025,
001Hr000028ZcjI,"Town Of Edgewood, NM",Closed Lost,,Lost,,Alicia Gopal,1/23/2026,10/22/2025,24000
001cv00000HMeuh,"Town of Egremont, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,9/25/2025,9/24/2025,
001cv00000HMeuh,"Town of Egremont, MA",Closed Lost,,Lost,,Alicia Gopal,5/19/2026,5/12/2026,
001cv00000AuWNn,"Town Of Elizabeth, CO",Closed Lost,,Lost,,Jenny Allison,9/24/2025,9/15/2025,
001Hr000028ZcsB,"Town Of Ellicott, NY",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZcsB,"Town Of Ellicott, NY",Closed Lost,,Lost,,Joe del Rosario,1/31/2025,1/27/2025,
001Hr000028Zci7,"Town Of Ellington, CT",Closed Lost,,Lost,,Liam Shaw,9/24/2024,1/5/2025,
001Hr000028Zcfg,"Town Of Elsmere, DE",Open,Initial Interest,Top Funnel,Top of Funnel,Quinzel Perry,,2/8/2025,
001cv00000AuXjy,"Town Of Emmitsburg, MD",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,11/18/2025,
001Hr000028Zcko,"Town Of Enfield, CT",Open,Proposal,Mid Funnel,Mid Funnel,Liam Shaw,7/31/2024,1/5/2025,55000
001cv00000AuYzG,"Town Of Enfield, NH",Closed Lost,,Lost,,Alicia Gopal,,4/23/2026,
001Hr000028ZbrV,"Town Of Erie, CO",Closed Lost,,Lost,,Jenny Allison,9/23/2025,4/16/2025,
001Hr000028ZdCJ,"Town Of Essex, VT",Open,Proposal,Mid Funnel,Mid Funnel,Jason Ginsberg,4/21/2026,4/10/2026,27000
001Hr000028ZcZg,"Town Of Fairfax, CA",Open,Initial Interest,Top Funnel,Top of Funnel,Catherine Silvestri,,4/22/2026,
001Hr000028ZcCk,"Town Of Fairview, TX",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001cv00000AuZig,"Town Of Falmouth, ME",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001cv00000AuZig,"Town Of Falmouth, ME",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,4/23/2026,
001Hr000028Zcno,"Town Of Farmington, ME",Open,Initial Interest,Top Funnel,Top of Funnel,Jenny Allison,1/28/2026,12/11/2025,
001Hr000028ZcOS,"Town Of Farmville, VA",Open,Demo,Mid Funnel,Mid Funnel,Ali Cohen,4/10/2026,4/7/2026,
001Hr000028Zd4H,"Town Of Farragut, TN",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,10/2/2025,1/5/2025,
001Hr000028ZcWT,"Town Of Fishkill, NY",Closed Lost,,Lost,,Quinzel Perry,,2/16/2025,
001Hr000028ZcWT,"Town Of Fishkill, NY",Closed Lost,,Lost,,Alicia Gopal,,11/26/2025,
001Hr000028ZboN,"Town Of Florence, AZ",Closed Lost,,Lost,,Ali Cohen,11/24/2025,11/19/2025,
001cv00000AuXev,"Town Of Florida, NY",Closed Lost,,Lost,,Alicia Gopal,3/19/2026,2/20/2026,
001Hr000028Zc4K,"Town Of Fort Myers Beach, FL",Closed Won,,Won,,Joe del Rosario,4/3/2025,4/1/2025,29000
001Hr000028ZcUK,"Town of Franklin, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Sydney Ireland,,1/23/2026,
001Hr000028Zbx4,"Town Of Frederick, CO",Closed Lost,,Lost,,Jenny Allison,10/1/2025,9/17/2025,
001Hr000028Zj9f,"Town of Friendship, NY",Closed Lost,,Lost,,Joe del Rosario,1/9/2025,1/5/2025,
001Hr000028ZcJZ,"Town Of Gates, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,3/2/2026,2/11/2026,
001Hr000028ZdK0,"Town Of Geddes, NY",Closed Lost,,Lost,,Shane Lieberman,4/23/2024,1/5/2025,20000
001cv00000CLwwx,"Town Of Geneseo, NY",Closed Lost,,Lost,,Liam Shaw,3/18/2024,1/5/2025,18000
001Hr000028Zcl0,"Town Of Georgetown, DE",Closed Lost,,Lost,,Ali Cohen,2/19/2026,11/10/2025,
001Hr000028Zcxy,"Town Of Georgetown, IN",Closed Lost,,Lost,,Sydney Ireland,3/19/2026,3/16/2026,
001Hr000028ZdT2,"Town Of German Flatts, NY",Closed Lost,,Lost,,Alicia Gopal,2/5/2026,2/17/2026,
001Hr000028ZcRl,"Town Of Gilford, NH",Closed Lost,,Lost,,Granger West,11/19/2024,1/5/2025,27000
001Hr000028ZcRl,"Town Of Gilford, NH",Closed Lost,,Lost,,Quinzel Perry,9/11/2025,9/5/2025,17000
001Hr000028ZdBO,"Town Of Glastonbury, CT",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,4/6/2026,
001Hr000028Zc4X,"Town Of Glenarden, MD",Open,Initial Interest,Top Funnel,Top of Funnel,Ali Cohen,,12/16/2025,
001Hr000028Zd2T,"Town Of Gorham, ME",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,5/20/2025,
001Hr000028Zd2T,"Town Of Gorham, ME",Open,Meeting Booked,Top Funnel,Top of Funnel,Alicia Gopal,8/6/2026,4/30/2026,
001Hr000028Zc6z,"Town Of Granby, NY",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZdGy,"Town Of Grand Rapids, WI",Closed Lost,,Lost,,Liam Shaw,3/13/2024,1/5/2025,
001Hr000028ZcWa,"Town Of Gray, ME",Open,Initial Interest,Top Funnel,Top of Funnel,Nick Martino,,11/6/2025,
001Hr000028Zcmc,"Town Of Greece, NY",Closed Lost,,Lost,,Granger West,10/9/2024,1/5/2025,
001Hr000028ZdLi,"Town Of Greenburgh, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,,3/4/2026,
001Hr000028Zc65,"Town Of Greene, NY",Closed Lost,,Lost,,Joe del Rosario,2/27/2025,2/21/2025,
001Hr000028ZdNJ,"Town Of Groton, NY",Closed Lost,,Lost,,Quinzel Perry,3/20/2025,3/18/2025,
001Hr000028ZdNJ,"Town Of Groton, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,,2/23/2026,
001Hr000028ZcAv,"Town Of Guilford, CT",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,11/18/2025,11/10/2025,
001Hr000028Zc0D,"Town Of Gypsum, CO",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,3/3/2026,
001Hr000028Zc0D,"Town Of Gypsum, CO",Open,Demo,Mid Funnel,Mid Funnel,Catherine Silvestri,5/4/2026,5/4/2026,
001Hr000028Zc2w,"Town Of Hackettstown, NJ",Open,Demo,Mid Funnel,Mid Funnel,Mihir Shah,5/19/2026,5/15/2026,
001Hr000028ZcOl,"Town Of Hadley, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Leila Assil,,7/10/2025,
001Hr000028Zdh8,"Town Of Hamburg, NY",Closed Lost,,Lost,,Quinzel Perry,5/20/2025,5/15/2025,41000
001Hr000028ZdUb,"Town Of Hamden, CT",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zd1h,"Town Of Hammonton, NJ",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,2/5/2026,2/3/2026,
001Hr000028ZdMa,"Town Of Hamptonburgh, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,4/3/2026,3/2/2026,
001Hr000028ZcNy,"Town Of Hanson, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,4/16/2026,4/8/2026,
001Hr000028Zcqo,"Town Of Harrison, NJ",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZdVR,"Town Of Hartford, VT",Open,Initial Interest,Top Funnel,Top of Funnel,Quinzel Perry,,2/5/2025,
001Hr000028Zc6p,"Town Of Hastings, NY",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028ZcWs,"Town Of Haverstraw, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Quinzel Perry,,3/28/2025,
001cv00000AuYXN,"Town Of Hayward, WI",Open,Meeting Booked,Top Funnel,Top of Funnel,Nick Martino,5/28/2026,5/18/2026,
001Hr000028ZjDs,"Town Of Hector, NY",Closed Lost,,Lost,,Shane Lieberman,9/4/2024,1/5/2025,
001Hr000028Zc0k,"Town Of Henrietta, NY",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zc0k,"Town Of Henrietta, NY",Closed Lost,,Lost,,Alicia Gopal,,12/15/2025,
001Hr000028Zc0k,"Town Of Henrietta, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,,4/28/2026,
001Hr000028ZdA1,"Town Of Herkimer, NY",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001cv00000AuZTw,"Town Of Hickory Creek, TX",Closed Lost,,Lost,,Andy Blakely,6/25/2025,6/12/2025,
001cv00000bBVpG,"Town of Highlands, NC",Open,Initial Interest,Top Funnel,Top of Funnel,Nick Martino,,5/7/2026,
001cv00000AuY16,"Town Of Hilliard, FL",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,4/27/2026,3/20/2026,
001Hr000028ZcIs,"Town Of Hilton Head Island, SC",Open,Initial Interest,Top Funnel,Top of Funnel,Ryan Minter,1/12/2026,11/17/2025,
001Hr000028ZcsR,"Town Of Hooksett, NH",Closed Lost,,Lost,,Joe del Rosario,10/28/2024,1/5/2025,
001Hr000028ZdQl,"Town Of Hoosick, NY",Closed Won,,Won,,Joe del Rosario,7/10/2025,6/25/2025,15000
001Hr000028ZceQ,"Town Of Hopkinton, MA",Closed Lost,,Lost,,Leila Assil,12/9/2024,1/5/2025,
001Hr000028ZceK,"Town Of Houlton, ME",Closed Lost,,Lost,,Leila Assil,,2/25/2025,10000
001Hr000028ZceK,"Town Of Houlton, ME",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,1/13/2026,
001Hr000028ZcuN,"Town Of Hull, MA",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,,10/26/2025,
001Hr000028ZcVa,"Town Of Hurley, NY",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028ZcVa,"Town Of Hurley, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Ben Laddis,,4/21/2026,
001cv00000ZBpG5,"Town of Huron, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Alicia Gopal,2/26/2026,2/17/2026,
001Hr000028ZcuS,"Town Of Ipswich, MA",Closed Lost,,Lost,,Sydney Ireland,1/29/2026,1/23/2026,
001Hr000028ZcCL,"Town Of Ithaca, NY",Closed Lost,,Lost,,Alicia Gopal,2/10/2026,2/2/2026,
001Hr000028Zd7d,"Town Of Jackson, WY",Open,Initial Interest,Top Funnel,Top of Funnel,Catherine Silvestri,,5/4/2026,
001Hr000028ZcMp,"Town Of Jaffrey, NH",Closed Lost,,Lost,,Quinzel Perry,2/11/2025,2/6/2025,
001cv000009Ky1H,"Town of Jamestown, IN",Closed Lost,,Lost,,Shane Lieberman,4/21/2025,4/10/2025,8000
001Hr000028Zbth,"Town Of Johnstown, CO",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001Hr000028Zbth,"Town Of Johnstown, CO",Open,Proposal,Mid Funnel,Mid Funnel,Catherine Silvestri,5/6/2026,4/13/2026,32000
001Hr000028ZdFX,"Town Of Jonesborough, TN",Closed Won,,Won,,Jenny Allison,1/8/2026,12/9/2025,12000
001Hr000028Zcfi,"Town Of Kennebunk, ME",Open,Initial Interest,Top Funnel,Top of Funnel,Asher Rosenfeld,,1/5/2025,
001Hr000028Zde6,"Town Of Kennebunkport, ME",Closed Won,,Won,,Granger West,,1/5/2025,30000
001Hr000028ZdVS,"Town Of Kent, NY",Closed Lost,,Lost,,Asher Rosenfeld,,1/5/2025,
001Hr000028Zc9W,"Town Of Kernersville, NC",Open,Initial Interest,Top Funnel,Top of Funnel,,,1/5/2025,
001cv00000AuWqc,"Town Of Kiefer, OK",Open,Initial Interest,Top Funnel,Top of Funnel,Lucy Nemerov,6/10/2026,5/29/2026,
001Hr000028ZcVs,"Town Of Kill Devil Hills, NC",Closed Lost,,Lost,,Shane Lieberman,2/1/2024,1/5/2025,25000
001Hr000028Zd8c,"Town Of Killingly, CT",Closed Lost,,Lost,,Liam Shaw,9/17/2024,1/5/2025,
001Hr000028Zd8c,"Town Of Killingly, CT",Closed Lost,,Lost,,Troy LeCaire,,1/5/2025,
001cv00000NVXVd,"Town of Killington, VT",Closed Lost,,Lost,,Nick Martino,12/11/2025,11/6/2025,
001cv00000NVXVd,"Town of Killington, VT",Closed Lost,,Lost,,Nick Martino,3/19/2026,3/11/2026,
001Hr000028ZcAe,"Town Of Kingston, NH",Closed Lost,,Lost,,Jenny Allison,10/29/2025,10/24/2025,
001Hr000028ZjIn,"Town Of Kure Beach, NC",Closed Lost,,Lost,,Shane Lieberman,8/14/2024,1/5/2025,15000
001cv000007ADmL,"Town Of Lake George, NY",Open,Initial Interest,Top Funnel,Top of Funnel,Quinzel Perry,,3/6/2025,
001Hr000028ZcqU,"Town Of Lancaster, MA",Closed Lost,,Lost,,Jenny Allison,10/3/2025,10/1/2025,
